season,opponent,result,pace,ppp,efg,to,or,ft,pmp,tmp,tmpa,fpa,fpt,tft,oppp,oefg,oto,oor,oft,opmp,otmp,otmpa,ofpa,ofpt,otft,label,type,blind
2007-08,Ohio State,W,71,0.93,41.5,15.5,37.8,19.7,41.5,27.8,25.4,7,14,50,0.78,34.3,14.1,25.4,12.9,24.3,30.3,47.1,7,9,77.8,Ohio State W 66-55 (2007-08),Non-Conference,lightgreen
2007-08,BYU,W,74,0.99,42.4,13.6,26.5,50.9,45.8,18.2,18.6,23,30,76.7,0.86,46,28.6,30.9,14.5,46.2,30.4,37.1,6,9,66.7,BYU W 73-63 (2007-08),Non-Conference,lightgreen
2007-08,Old Dominion,W,67,1.48,77.3,13.5,33.3,40,72.7,63.6,20,14,22,63.6,1.23,64.3,26.9,46.7,26.8,63.6,43.5,41.1,10,15,66.7,Old Dominion W 99-82 (2007-08),Non-Conference,lightgreen
2007-08,South Carolina State,W,85,1.29,60.5,21.1,50.8,58.2,60,40.9,32.8,29,39,74.4,0.75,46.5,36.4,36.7,38.6,34.8,63.6,19.3,11,22,50,South Carolina State W 110-64 (2007-08),Non-Conference,lightgreen
2007-08,Iona,W,86,1.25,58.7,24.5,48.6,73,56.4,41.7,38.1,33,46,71.7,0.84,54.6,26.9,10.6,37,51.6,39.1,42.6,13,20,65,Iona W 107-72 (2007-08),Non-Conference,lightgreen
2007-08,Davidson,W,77,0.94,50,24.7,23.8,53.9,51.3,30.8,25,20,28,71.4,0.88,41.8,15.6,21.7,22.4,48.9,18.2,32.8,12,15,80,Davidson W 72-68 (2007-08),Non-Conference,lightgreen
2006-07,Georgetown,L,66,1.13,38.7,12.1,43.3,47.9,39.2,25,28.2,29,34,85.3,1.29,63.6,13.4,32.3,27.3,57.7,57.1,21.2,12,18,66.7,Georgetown L 84-96 (2006-07),NCAA Tournament,lightpink
2006-07,USC,W,73,1.02,40.3,11,41,22.1,44.4,14.3,18.2,12,17,70.6,0.88,46.7,24.7,29.3,14.8,48.8,27.8,29.5,7,9,77.8,USC W 74-64 (2006-07),NCAA Tournament,lightgreen
2006-07,Michigan State,W,64,1.27,53.9,15.7,46,65.4,52.8,37.5,30.8,25,34,73.5,1.05,44.8,15.7,32,29.3,35.9,42.1,32.8,15,17,88.2,Michigan State W 81-67 (2006-07),NCAA Tournament,lightgreen
2006-07,EKU,W,72,1.19,70.2,30.4,53.5,19.3,70.5,46.2,22.8,6,11,54.5,0.9,52.5,22.1,18.5,10.2,59.5,27.3,37.3,3,6,50,EKU W 86-65 (2006-07),NCAA Tournament,lightgreen
2006-07,NC State,W,68,1.31,63.5,14.7,26.8,46.1,57.1,60,19.2,23,24,95.8,1.18,60.4,22.1,32.7,35.9,59,42.9,26.4,16,19,84.2,NC State W 89-80 (2006-07),ACC Tournament,lightgreen
2006-07,Boston College,W,59,1.2,51.6,13.5,47.7,14.5,53.1,30.8,21,7,9,77.8,0.95,40.9,11.8,28.2,29.1,31.6,41.2,30.9,11,16,68.8,Boston College W 71-56 (2006-07),ACC Tournament,lightgreen
2006-07,Florida State,W,72,1.02,58.8,26.5,31,49,56.8,42.9,27.5,13,25,52,0.81,37.3,23.7,28.2,36.4,29.4,33.3,38.2,17,20,85,Florida State W 73-58 (2006-07),ACC Tournament,lightgreen
2006-07,Duke,W,74,1.16,51.6,14.8,33.3,43.5,54.7,22.2,14.5,22,27,81.5,0.97,47.7,20.2,32.5,25,48.8,30.4,35.9,11,16,68.8,Duke W 86-72 (2006-07),League,lightgreen
2006-07,Georgia Tech,L,72,1.06,52,20.7,30.8,77.5,60,21.4,28.6,26,38,68.4,1.16,59.7,22.1,39.7,24.2,55,45.5,35.5,10,15,66.7,Georgia Tech L 77-84 (2006-07),League,lightpink
2006-07,Maryland,L,79,1.1,52.7,12.6,31.4,22.7,52.7,35,26.7,8,17,47.1,1.12,52.3,21.5,45.8,39.4,55.6,25,18.2,20,26,76.9,Maryland L 87-89 (2006-07),League,lightpink
2006-07,NC State,W,70,1.19,54,18.6,47.1,35.5,51,45.5,17.7,16,22,72.7,0.92,50,24.4,16.7,34,39.4,47.1,34,14,17,82.4,NC State W 83-64 (2006-07),League,lightgreen
2006-07,Boston College,W,66,1.17,56.5,22.8,48.1,37,53.5,45.5,20.4,16,20,80,1.1,56.5,19.8,35.9,38.9,63.9,27.8,33.3,11,21,52.4,Boston College W 77-72 (2006-07),League,lightgreen
2006-07,Virginia Tech,L,70,1.02,42.3,11.4,33.3,56.9,47.9,17.6,26.2,25,37,67.6,1.03,41.5,12.7,33.7,42.2,37.9,38.5,18.3,22,30,73.3,Virginia Tech L 80-81 (2006-07),League,lightpink
2006-07,Wake Forest,W,81,1.29,59.4,16.1,34.9,53.1,60.5,38.1,32.8,28,34,82.4,0.83,40.8,21.1,26.7,29.2,39.6,29.4,26.2,14,19,73.7,Wake Forest W 104-67 (2006-07),League,lightgreen
2006-07,Duke,W,75,1.06,53.3,17.4,30,29.5,57.1,25,19.7,14,18,77.8,0.98,48.4,21.4,28.6,30.2,44.4,38.9,28.6,12,19,63.2,Duke W 79-73 (2006-07),League,lightgreen
2006-07,NC State,L,73,1.09,51.6,16.5,29.2,32.3,55.3,26.7,24.2,15,20,75,1.14,69.8,28.9,34,74.4,64.3,53.3,34.9,23,32,71.9,NC State L 79-83 (2006-07),League,lightpink
2006-07,Miami,W,76,1.39,65.6,21.1,49.1,42.2,60,50,37.5,21,27,77.8,0.85,41.9,15.8,20.7,27.4,32.6,42.1,30.6,12,17,70.6,Miami W 105-64 (2006-07),League,lightgreen
2006-07,Arizona,W,82,1.12,54.6,14.6,27.7,17.1,63,22.7,28.9,9,13,69.2,0.78,34.8,24.4,29.2,54.2,52.8,4.3,39,23,32,71.9,Arizona W 92-64 (2006-07),Non-Conference,lightgreen
2006-07,Wake Forest,W,78,1.12,62.9,23,26.9,36.2,66.7,36.8,32.8,15,21,71.4,0.77,38.7,23,33.9,22.5,33.3,31,40.8,5,16,31.3,Wake Forest W 88-60 (2006-07),League,lightgreen
2006-07,Georgia Tech,W,71,1.08,52.7,26.8,41.5,49.1,46.5,50,21.8,19,27,70.4,0.86,45.8,26.8,41.1,16.7,46.5,29.4,28.3,6,10,60,Georgia Tech W 77-61 (2006-07),League,lightgreen
2006-07,Clemson,W,79,0.97,54.2,27.8,35.3,28.3,53.8,37.5,13.3,12,17,70.6,0.7,36.8,24,31.4,27.9,38.8,21.1,27.9,5,19,26.3,Clemson W 77-55 (2006-07),League,lightgreen
2006-07,Virginia Tech,L,77,1.14,49.3,22,52.2,39.7,51.1,30.8,35.6,16,29,55.2,1.21,58.8,14.2,32.9,66.7,52.3,53.8,22.8,27,38,71.1,Virginia Tech L 88-94 (2006-07),League,lightpink
2006-07,UVA,W,74,1.07,40.1,13.6,44.9,62.1,41.5,23.1,19.7,26,41,63.4,0.94,51.7,23.1,26,18.6,50,36,42.4,8,11,72.7,UVA W 79-69 (2006-07),League,lightgreen
2006-07,Florida State,W,71,1.19,50,14.2,41.8,22.9,54.7,23.5,24.3,14,16,87.5,0.82,37.5,15.6,28.2,23.4,36.7,26.7,23.4,10,15,66.7,Florida State W 84-58 (2006-07),League,lightgreen
2006-07,Penn,W,75,1.35,60.3,13.2,41,38.2,56.9,47.1,25,20,26,76.9,0.85,46.6,26.5,35.6,25.4,51.3,25,33.9,9,15,60,Penn W 102-64 (2006-07),Non-Conference,lightgreen
2006-07,Dayton,W,77,1.06,59.5,27.4,34.9,31,58.5,41.2,29.3,12,18,66.7,0.67,35.6,27.4,22.6,23.7,28.6,35.3,28.8,9,14,64.3,Dayton W 81-51 (2006-07),Non-Conference,lightgreen
2006-07,Rutgers,W,67,1.31,61.7,16.5,45,30,55.6,53.3,25,13,18,72.2,0.72,37.1,27,34.6,17.2,45.5,7.1,24.1,5,10,50,Rutgers W 87-48 (2006-07),Non-Conference,lightgreen
2006-07,Saint Louis,W,63,1.09,48.3,12.7,33.3,30.5,40.9,46.7,25.4,12,18,66.7,0.76,37.5,19,17.4,21.1,43.9,9.1,21.2,9,11,81.8,Saint Louis W 69-48 (2006-07),Non-Conference,lightgreen
2006-07,Florida Atlantic,W,77,1.36,72.3,19.5,33.3,53.6,73.2,46.7,26.8,24,30,80,0.68,41.1,31.2,22.8,19.6,41.2,27.3,39.3,6,11,54.5,Florida Atlantic W 105-52 (2006-07),Non-Conference,lightgreen
2006-07,Asheville,W,77,1.2,52,15.5,43.2,29.3,50,40,20,15,22,68.2,0.8,38.4,22,22.5,46.4,36.8,27.8,32.1,19,26,73.1,Asheville W 93-62 (2006-07),Non-Conference,lightgreen
2006-07,High Point,W,69,1.37,67.3,20.4,55.9,56.4,73.8,30.8,23.6,20,31,64.5,1.01,47.8,14.6,31.2,8.7,53.3,25,34.8,3,6,50,High Point W 94-69 (2006-07),Non-Conference,lightgreen
2006-07,Kentucky,W,72,1.04,44,12.5,32.2,32.8,34.8,42.9,31.3,16,22,72.7,0.88,49.1,30.6,36.2,31.5,56.4,20,27.8,10,17,58.8,Kentucky W 75-63 (2006-07),Non-Conference,lightgreen
2006-07,Ohio State,W,76,1.28,59.4,14.4,44.9,53.1,56.5,44.4,28.1,22,34,64.7,1.17,62.3,18.3,23.9,20,53.8,50,40,8,13,61.5,Ohio State W 98-89 (2006-07),Non-Conference,lightgreen
2006-07,Tennessee,W,84,1.2,60.3,28.4,54.7,52.4,55.8,54.5,17.5,25,33,75.8,1.03,48.6,13,29.8,43.8,31,48.4,42.5,16,32,50,Tennessee W 101-87 (2006-07),Non-Conference,lightgreen
2006-07,Gonzaga,L,76,0.97,41.2,15.7,33.3,44.1,46.3,22.2,39.7,18,30,60,1.07,58.1,22.2,28.2,21,51.1,53.3,24.2,10,13,76.9,Gonzaga L 74-82 (2006-07),Non-Conference,lightpink
2006-07,Gardner Webb,W,83,1.24,57.6,25.3,62.1,50,58,37.5,24.2,27,33,81.8,0.6,33.6,25.3,16.7,10.4,35.3,21.2,49.3,5,7,71.4,Gardner Webb W 103-50 (2006-07),Non-Conference,lightgreen
2006-07,Winthrop,W,70,1.05,55.4,24.4,39.7,33.9,62.5,25,28.6,11,19,57.9,0.95,47.8,24.4,37.8,1.4,38.7,36.8,55.1,0,1,0,Winthrop W 73-66 (2006-07),Non-Conference,lightgreen
2006-07,Sacred Heart,W,81,1.27,63.2,14.8,31.9,41.2,63,42.9,20.6,17,28,60.7,1,51.4,18.5,30.5,16.7,44.2,41.4,40.3,7,12,58.3,Sacred Heart W 103-81 (2006-07),Non-Conference,lightgreen
2005-06,George Mason,L,65,0.92,43.8,19.9,32.1,6.2,38.2,33.3,46.9,4,4,100,1,43.1,12.3,28,32.8,45.2,25,27.6,15,19,78.9,George Mason L 60-65 (2005-06),NCAA Tournament,lightpink
2005-06,Murray State,W,66,1.05,51,25.8,43.1,52.1,56.7,27.8,37.5,20,25,80,0.99,43.9,19.8,40.2,18.5,47.4,25.9,41.5,8,12,66.7,Murray State W 69-65 (2005-06),NCAA Tournament,lightgreen
2005-06,Boston College,L,71,1.16,56.2,19.8,36.2,25,48.6,44.4,42.2,10,16,62.5,1.2,68.5,26.9,43.8,29.6,65.8,50,29.6,11,16,68.8,Boston College L 82-85 (2005-06),ACC Tournament,lightpink
2005-06,UVA,W,71,1.11,56.1,21.1,26.6,67.3,57.1,35.7,28.6,24,33,72.7,0.94,33.6,12.6,26.6,47.5,27.8,28,41,26,29,89.7,UVA W 79-67 (2005-06),ACC Tournament,lightgreen
2005-06,Duke,W,83,1,47.8,19.3,30,33.8,48.1,31.2,23.5,18,23,78.3,0.92,46.4,19.3,23.3,21.4,50,26.9,37.1,11,15,73.3,Duke W 83-76 (2005-06),League,lightgreen
2005-06,UVA,W,71,1.39,68.6,14.1,40.4,42.4,61.5,55,33.9,18,25,72,0.76,35.3,16.9,24.7,11.8,40.9,16.7,35.3,6,8,75,UVA W 99-54 (2005-06),League,lightgreen
2005-06,Maryland,W,81,1,45.9,19.6,37.5,30.1,40.4,43.8,21.9,14,22,63.6,0.7,29.4,20.9,29.4,35.3,29.3,20,14.7,17,24,70.8,Maryland W 81-57 (2005-06),League,lightgreen
2005-06,NC State,W,64,1.48,60.9,9.4,50,24.6,62.8,38.5,37.7,11,17,64.7,1.11,50,12.5,25,44.2,63,24,48.1,19,23,82.6,NC State W 95-71 (2005-06),League,lightgreen
2005-06,Wake Forest,W,70,1.19,56.7,18.7,35.7,57.7,57.6,36.8,36.5,24,30,80,1.04,49.2,18.7,37.5,14.9,45.7,38.1,31.3,6,10,60,Wake Forest W 83-72 (2005-06),League,lightgreen
2005-06,Georgia Tech,W,74,1.11,52.7,17.7,38,62.5,61,20,26.8,23,35,65.7,1.02,59.4,25.8,21.8,35.9,50,52.9,32.1,12,19,63.2,Georgia Tech W 82-75 (2005-06),League,lightgreen
2005-06,Miami,W,59,1.35,62.5,21.9,58.9,30.4,60.5,44.4,32.1,10,17,58.8,1.18,52,15.2,38.9,40,62.5,22.2,36,18,20,90,Miami W 80-70 (2005-06),League,lightgreen
2005-06,Duke,L,80,1.04,44.8,26.4,53.6,43.3,41.2,37.5,23.9,23,29,79.3,1.09,57.6,20.1,22.4,40.7,48.7,50,33.9,19,24,79.2,Duke L 83-87 (2005-06),League,lightpink
2005-06,Clemson,W,71,1.08,53,29.8,50,58,57.9,25,24,23,29,79.3,0.87,42.9,25.5,36.8,14.3,46.7,22.2,28.6,7,9,77.8,Clemson W 76-61 (2005-06),League,lightgreen
2005-06,Maryland,W,80,0.96,52.4,30,37.5,27.4,47.5,40.9,35.5,12,17,70.6,0.77,36.8,15,25.9,23.6,39.3,18.8,22.2,9,17,52.9,Maryland W 77-62 (2005-06),League,lightgreen
2005-06,Arizona,W,69,1.25,64.2,18.8,41.4,23.3,58.1,52.9,28.3,9,14,64.3,1,47.1,17.4,33.3,10.3,46.9,31.6,27.9,5,7,71.4,Arizona W 86-69 (2005-06),Non-Conference,lightgreen
2005-06,Boston College,L,67,1.11,57,28.5,43.9,44,51.7,42.9,42,17,22,77.3,1.21,59.3,13.5,37.3,33.9,59.1,40,25.4,11,20,55,Boston College L 74-81 (2005-06),League,lightpink
2005-06,Florida State,W,71,1.14,67.6,32.5,42.9,24.1,51.5,61.9,38.9,8,13,61.5,1.13,56.2,19.8,35.7,39.3,56.8,36.8,33.9,17,22,77.3,Florida State W 81-80 (2005-06),League,lightgreen
2005-06,UVA,L,71,0.96,42,19.7,41.3,20.3,39.5,30.8,37.7,10,14,71.4,1.01,42.2,14,27.8,50,43.6,26.3,32.8,23,29,79.3,UVA L 68-72 (2005-06),League,lightpink
2005-06,Miami,L,69,1.01,47.3,23.1,33.8,36.4,46.7,32,45.5,18,20,90,1.17,43,14.4,47.7,53.1,37.8,36.8,29.7,26,34,76.5,Miami L 70-81 (2005-06),League,lightpink
2005-06,Virginia Tech,W,69,0.93,55.4,36.2,43.9,43.5,48.4,46.7,32.6,13,20,65,0.88,43.2,17.4,27.4,32.2,45.7,23.1,22,10,19,52.6,Virginia Tech W 64-61 (2005-06),League,lightgreen
2005-06,NC State,W,73,1.12,59.6,24.6,24.4,59.6,55.9,46.2,27.7,26,28,92.9,0.94,47.5,20.5,24,22.9,41.5,40,32.8,11,14,78.6,NC State W 82-69 (2005-06),League,lightgreen
2005-06,Davidson,W,80,1.03,50,25,46.6,47.6,50.9,30,15.9,19,30,63.3,0.73,37.7,25,23.7,20,32.6,31.8,33.8,9,13,69.2,Davidson W 82-58 (2005-06),Non-Conference,lightgreen
2005-06,Asheville,W,84,1.06,47,21.4,40.7,49.2,50,23.1,19.4,26,33,78.8,0.56,31.2,34.4,28.9,17.2,34.7,13.3,23.4,7,11,63.6,Asheville W 89-47 (2005-06),Non-Conference,lightgreen
2005-06,USC,L,76,0.78,43.5,33.1,34.2,42.6,41.9,30.4,42.6,12,23,52.2,0.98,58.6,25.1,26.5,22.4,43.2,57.1,36.2,6,13,46.2,USC L 59-74 (2005-06),Non-Conference,lightpink
2005-06,Santa Clara,W,70,1.08,56,21.3,40.4,56,57.6,35.3,34,20,28,71.4,0.83,38.2,19.9,33.8,14.7,37,27.3,32.4,6,10,60,Santa Clara W 76-58 (2005-06),Non-Conference,lightgreen
2005-06,Saint Louis,W,66,1.15,56.8,15.3,27.4,22,57.5,36.8,32.2,8,13,61.5,0.96,50.9,19.8,27.1,10.3,38.1,56.2,27.6,4,6,66.7,Saint Louis W 75-63 (2005-06),Non-Conference,lightgreen
2005-06,Kentucky,W,68,1.21,51.7,16.1,40.3,46.7,48.5,37,45,21,28,75,1.16,57.3,13.2,27.4,43.6,61.8,33.3,38.2,16,24,66.7,Kentucky W 83-79 (2005-06),Non-Conference,lightgreen
2005-06,Illinois,L,66,0.98,47.1,24.4,43.9,45.1,55.3,15.4,25.5,16,23,69.6,1.04,53.7,27.5,41.7,31.5,51.5,38.1,38.9,10,17,58.8,Illinois L 64-68 (2005-06),Non-Conference,lightpink
2005-06,UC Santa Barbara,W,72,1.15,54.9,23.6,57.1,49.2,53.1,41.7,19.7,16,30,53.3,0.92,50,26.4,33.3,24.1,41.2,41.7,41.4,8,14,57.1,UC Santa Barbara W 83-66 (2005-06),Non-Conference,lightgreen
2005-06,Cleveland State,W,85,1.32,58.6,20,62.8,65.7,61.5,33.3,25.7,30,46,65.2,0.65,35.2,27,26,12.7,32.8,30.8,18.3,5,9,55.6,Cleveland State W 112-55 (2005-06),Non-Conference,lightgreen
2005-06,Gardner Webb,W,78,1.06,59.8,25.6,39,46.4,63.4,33.3,26.8,16,26,61.5,1.03,58.6,29.5,35.3,25.9,61.3,37,46.6,12,15,80,Gardner Webb W 83-80 (2005-06),Non-Conference,lightgreen
2004-05,Illinois,W,63,1.18,60.6,15.8,26.7,36.5,50,56.2,30.8,12,19,63.2,1.1,47.1,12.6,39.5,8.6,50,30,57.1,4,6,66.7,Illinois W 75-70 (2004-05),NCAA Tournament,lightgreen
2004-05,Michigan State,W,79,1.1,53.5,16.5,32.9,23.9,56.9,30,28.2,11,17,64.7,0.9,38.5,14,27.9,24.3,35.3,30.4,31.1,14,18,77.8,Michigan State W 87-71 (2004-05),NCAA Tournament,lightgreen
2004-05,Wisconsin,W,69,1.28,57,13.1,38.7,28.1,60.4,31.2,25,15,18,83.3,1.19,58.2,16,32.3,21.3,51.4,45.8,39.3,11,13,84.6,Wisconsin W 88-82 (2004-05),NCAA Tournament,lightgreen
2004-05,Villanova,W,64,1.04,50,24.9,38.7,50,41.4,42.1,39.6,19,24,79.2,1.03,44.3,14,31.8,31.1,45.5,28.6,45.9,12,19,63.2,Villanova W 67-66 (2004-05),NCAA Tournament,lightgreen
2004-05,Iowa State,W,82,1.13,53.9,15.9,34.1,56.9,57.5,32,38.5,22,37,59.5,0.8,38.2,20.8,34.9,22.4,36.5,30.8,17.1,7,17,41.2,Iowa State W 92-65 (2004-05),NCAA Tournament,lightgreen
2004-05,Oakland,W,66,1.46,74.1,21.3,57.4,32.8,64.1,63.2,32.8,10,19,52.6,1.03,48.3,15.2,30.9,31,44.2,40,25.9,12,18,66.7,Oakland W 96-68 (2004-05),NCAA Tournament,lightgreen
2004-05,Georgia Tech,L,70,1.07,42.6,21.4,41.3,45.9,37.8,33.3,39.3,23,28,82.1,1.11,42.3,15.7,48.8,44.6,37,36.8,29.2,23,29,79.3,Georgia Tech L 75-78 (2004-05),ACC Tournament,lightpink
2004-05,Clemson,W,78,1.13,47.2,24.4,48,87,34.3,47.4,35.2,37,47,78.7,1.04,51.7,24.4,41.5,49.1,54.8,29.4,28.8,20,29,69,Clemson W 88-81 (2004-05),ACC Tournament,lightgreen
2004-05,Duke,W,68,1.1,41,16.1,50.6,38.8,46.4,9.1,16.4,20,26,76.9,1.07,56.2,17.5,26,33.9,55.6,37.9,51.8,10,19,52.6,Duke W 75-73 (2004-05),League,lightgreen
2004-05,Florida State,W,75,1.22,62.7,17.4,30.2,39,65.1,37.5,27.1,17,23,73.9,1.02,56.7,24.1,25.4,16.7,50,45.5,36.7,8,10,80,Florida State W 91-76 (2004-05),League,lightgreen
2004-05,Maryland,W,74,1.15,57.3,22.9,41.4,33.9,55,40.9,35.5,14,21,66.7,1.12,50,14.8,33,18.3,35.2,64.7,23.9,12,13,92.3,Maryland W 85-83 (2004-05),League,lightgreen
2004-05,NC State,W,64,1.27,58.5,17.2,40.7,43.4,50,47.6,39.6,19,23,82.6,1.11,56.6,18.8,24.1,22.6,46.2,44.4,50.9,11,12,91.7,NC State W 81-71 (2004-05),League,lightgreen
2004-05,Clemson,W,84,1.04,51.5,22.5,36.9,44.6,57.1,11.1,13.8,21,29,72.4,0.66,35.7,32,34,31.8,37.5,20,23.8,11,20,55,Clemson W 88-56 (2004-05),League,lightgreen
2004-05,UVA,W,70,1.22,58.8,23,48.3,49.1,61.9,33.3,26.3,18,28,64.3,0.88,43.3,23,31.4,40.4,48.4,23.8,40.4,16,21,76.2,UVA W 85-61 (2004-05),League,lightgreen
2004-05,Connecticut,W,77,1,45.3,14.3,31.2,20.3,45.1,30.4,31.1,10,15,66.7,0.91,47.6,28.6,43,30.6,45.8,35.7,22.6,11,19,57.9,Connecticut W 77-70 (2004-05),Non-Conference,lightgreen
2004-05,Duke,L,73,0.96,46.5,31.5,48,40.4,51.2,21.4,24.6,17,23,73.9,0.97,44.6,20.6,26.1,39.3,32.3,40,44.6,21,22,95.5,Duke L 70-71 (2004-05),League,lightpink
2004-05,Florida State,W,68,1.18,46.1,13.2,45.7,43.1,41.9,36.4,33.8,21,28,75,0.88,51,32.1,31.6,31.2,40.7,42.9,43.8,11,15,73.3,Florida State W 81-60 (2004-05),League,lightgreen
2004-05,NC State,W,69,1.37,66.4,13,36.5,50.9,63.4,50,25.5,22,28,78.6,1.02,43,18.8,42.7,37.5,47.6,22.7,34.4,16,24,66.7,NC State W 95-71 (2004-05),League,lightgreen
2004-05,UVA,W,85,1.3,70.8,20.1,35.5,43.1,59.5,60.9,35.4,18,28,64.3,0.9,46.9,20.1,15,32.8,42.9,34.5,45.3,16,21,76.2,UVA W 110-76 (2004-05),League,lightgreen
2004-05,Miami,W,82,1.06,52.5,21.9,32.9,51.7,60,25,33.3,24,31,77.4,0.82,40.3,20.7,21,25.4,40,27.3,32.8,13,17,76.5,Miami W 87-67 (2004-05),League,lightgreen
2004-05,Clemson,W,76,1.01,56.4,30.1,38.2,41.8,55,40,27.3,15,23,65.2,0.76,37.5,24.9,30,35,36.6,26.3,31.7,13,21,61.9,Clemson W 77-58 (2004-05),League,lightgreen
2004-05,Wake Forest,L,79,1.04,45.5,19,36.6,38.8,47.6,28,37.3,21,26,80.8,1.21,50.8,17.8,36.1,51.6,43.9,42.9,33.9,32,32,100,Wake Forest L 82-95 (2004-05),League,lightpink
2004-05,Georgia Tech,W,85,1.07,47.8,22.3,41.2,51.5,41.3,40.9,32.4,26,35,74.3,0.81,39.5,22.3,18.8,59.6,45,17.6,29.8,24,34,70.6,Georgia Tech W 91-69 (2004-05),League,lightgreen
2004-05,Maryland,W,91,1.19,63.8,26.3,41.3,36.2,59.2,50,29,21,25,84,0.82,39.4,18.6,20.9,36.6,51,9.1,31,19,26,73.1,Maryland W 109-75 (2004-05),League,lightgreen
2004-05,William & Mary,W,73,1.44,65.6,16.4,51.8,49.2,71.4,38.5,42.6,25,30,83.3,0.9,46.6,26,30.9,20.3,54.1,22.7,37.3,11,12,91.7,William & Mary W 105-66 (2004-05),Non-Conference,lightgreen
2004-05,Cleveland State,W,84,1.27,63.2,22.5,50,34.7,61.5,45,27.8,16,25,64,0.76,46.5,36.7,31.1,25.9,51.4,26.1,39.7,10,15,66.7,Cleveland State W 107-64 (2004-05),Non-Conference,lightgreen
2004-05,UNC-Wilmington,W,81,1.18,69.6,23.4,24.6,72.5,59.4,57.9,37.3,25,37,67.6,0.93,48.5,21,20.2,26.1,42.9,39.1,35.4,12,17,70.6,Wilmington W 96-75 (2004-05),Non-Conference,lightgreen
2004-05,Vermont,W,77,1.21,59.2,18.2,27.9,46.7,58.1,41.2,28.3,22,28,78.6,0.84,50,29.9,27.4,24.1,44,36.4,56.9,7,14,50,Vermont W 93-65 (2004-05),Non-Conference,lightgreen
2004-05,Virginia Tech,W,73,1.17,71.9,30.3,33.3,43.8,70.6,50,29.2,16,21,76.2,0.7,41.4,26.2,27,19,37.5,33.3,31,3,11,27.3,Virginia Tech W 85-51 (2004-05),League,lightgreen
2004-05,Loyola Chicago,W,73,1.5,65.2,22.1,65.2,40.9,58.3,55.6,27.3,23,27,85.2,0.83,43.4,27.6,38.6,14.8,43.2,29.2,39.3,7,9,77.8,Loyola Chicago W 109-60 (2004-05),Non-Conference,lightgreen
2004-05,Kentucky,W,79,1.16,54.2,22.9,46.9,67.8,50,46.2,22,27,40,67.5,0.99,50,17.8,22.8,22.9,44.4,40,35.7,8,16,50,Kentucky W 91-78 (2004-05),Non-Conference,lightgreen
2004-05,Indiana,W,74,0.95,48.1,31.2,39.4,44.4,38.9,44.4,33.3,18,24,75,0.85,42.3,27.1,40,23.1,33.3,34.4,49.2,8,15,53.3,Indiana W 70-63 (2004-05),Non-Conference,lightgreen
2004-05,USC,W,85,1.14,60.7,23.4,37.7,60.7,67.4,26.7,24.6,23,37,62.2,0.76,39,32.8,41.2,23.5,40.4,23.8,30.9,12,16,75,USC W 97-65 (2004-05),Non-Conference,lightgreen
2004-05,Iowa,W,83,1.28,59.5,13.2,28,32.4,50.9,58.8,23,18,24,75,1.11,67.9,26.5,26.2,52.8,51.7,58.3,45.3,20,28,71.4,Iowa W 106-92 (2004-05),Non-Conference,lightgreen
2004-05,Tennessee,W,81,1.16,66.7,27.1,30.6,72.5,62.9,50,31.4,26,37,70.3,1,52.4,24.6,30.1,29,45.7,40.7,43.5,16,18,88.9,Tennessee W 94-81 (2004-05),Non-Conference,lightgreen
2004-05,BYU,W,76,1.13,49.3,15.8,35.3,33.3,51.2,30.8,37.7,18,23,78.3,0.66,36.8,35.5,36.5,24.6,35.3,26.1,40.4,8,14,57.1,BYU W 86-50 (2004-05),Non-Conference,lightgreen
2004-05,Santa Clara,L,71,0.93,41.3,22.6,42.2,38.1,37.8,33.3,28.6,14,24,58.3,1.09,56,26.8,45.9,58,57.6,35.3,34,21,29,72.4,Santa Clara L 66-77 (2004-05),Non-Conference,lightpink
2003-04,Texas,L,68,1.11,45.4,16.2,38.5,29.2,43.2,32.1,43.1,16,19,84.2,1.15,53.6,14.8,32.2,41.8,52.4,38.5,23.6,19,23,82.6,Texas L 75-78 (2003-04),NCAA Tournament,lightpink
2003-04,Air Force,W,60,1.05,45.3,21.6,41.5,34,45,30.8,24.5,15,18,83.3,0.87,53.9,26.6,8.5,33.3,64.3,32,64.1,10,13,76.9,Air Force W 63-52 (2003-04),NCAA Tournament,lightgreen
2003-04,Georgia Tech,L,77,1.07,43.2,19.5,41.4,50,43.8,27.8,27.3,25,33,75.8,1.08,53.5,19.5,27.5,45.6,59,27.8,31.6,22,26,84.6,Georgia Tech L 82-83 (2003-04),ACC Tournament,lightpink
2003-04,Duke,L,70,0.93,40.8,23,47,26.1,44.2,22.7,33.8,12,17,70.6,1.01,50.9,17.2,27.7,31,53.2,27.3,19,11,18,61.1,Duke L 65-70 (2003-04),League,lightpink
2003-04,Clemson,W,62,1.11,52.3,16,38.6,6.2,41.5,47.8,35.9,2,4,50,0.85,50,35.3,44.6,16.3,43.8,41.2,34.7,4,8,50,Clemson W 69-53 (2003-04),League,lightgreen
2003-04,NC State,W,63,1.12,64.4,26.8,32,40,58.6,50,35.6,13,18,72.2,1.01,42.2,11.1,31.7,20.3,50,23.5,53.1,10,13,76.9,NC State W 71-64 (2003-04),League,lightgreen
