season,date,opponent,location,type,longtype,result,unc,opp,OT,box
2004-05,2-Jan-05,William & Mary,home,Non-Conference,Non-Conference,W,105,66,,https:///dadgumboxscores.com/boxes/2005/unc-105-bill-and-mary-66
2004-05,30-Dec-04,Cleveland State,home,Non-Conference,Non-Conference,W,107,64,,https:///dadgumboxscores.com/boxes/2005/unc-107-cs-64
2004-05,28-Dec-04,UNC-Wilmington,home,Non-Conference,Non-Conference,W,96,75,,https:///dadgumboxscores.com/boxes/2005/unc-96-uncw-75
2004-05,21-Dec-04,Vermont,home,Non-Conference,Non-Conference,W,93,65,,https:///dadgumboxscores.com/boxes/2005/unc-93-vermont-65
2004-05,19-Dec-04,Virginia Tech,away,League,League,W,85,51,,https:///dadgumboxscores.com/boxes/2005/unc-85-vt-51
2004-05,12-Dec-04,Loyola Chicago,home,Non-Conference,Non-Conference,W,109,60,,https:///dadgumboxscores.com/boxes/2005/unc-109-lc-60
2004-05,4-Dec-04,Kentucky,home,Non-Conference,Non-Conference,W,91,78,,https:///dadgumboxscores.com/boxes/2005/unc-91-kentucky-78
2004-05,1-Dec-04,Indiana,away,Non-Conference,Non-Conference (Big Ten Challenge),W,70,63,,https:///dadgumboxscores.com/boxes/2005/unc-70-ind-63
2004-05,28-Nov-04,USC,home,Non-Conference,Non-Conference,W,97,65,,https:///dadgumboxscores.com/boxes/2005/unc-97-usc-65
2004-05,24-Nov-04,Iowa,neutral,Non-Conference,Non-Conference (Maui Invitational),W,106,92,,https:///dadgumboxscores.com/boxes/2005/unc-106-iowa-92
2004-05,23-Nov-04,Tennessee,neutral,Non-Conference,Non-Conference (Maui Invitational),W,94,81,,https:///dadgumboxscores.com/boxes/2005/unc-94-tenn-81
2004-05,22-Nov-04,BYU,neutral,Non-Conference,Non-Conference (Maui Invitational),W,86,50,,https:///dadgumboxscores.com/boxes/2005/unc-86-byu-50
2004-05,19-Nov-04,Santa Clara,neutral,Non-Conference,Non-Conference,L,66,77,,https:///dadgumboxscores.com/boxes/2005/sc-77-unc-66
2003-04,20-Mar-04,Texas,neutral,NCAA Tournament,NCAA Tournament 2nd Round,L,75,78,,https:///dadgumboxscores.com/boxes/2004/texas-78-unc-75
2003-04,18-Mar-04,Air Force,neutral,NCAA Tournament,NCAA Tournament 1st Round,W,63,52,,https:///dadgumboxscores.com/boxes/2004/unc-63-af-52
2003-04,12-Mar-04,Georgia Tech,neutral,ACC Tournament,ACC Tournament Quarterfinal,L,82,83,,https:///dadgumboxscores.com/boxes/2004/gt-83-unc-82
2003-04,6-Mar-04,Duke,away,League,League,L,65,70,,https:///dadgumboxscores.com/boxes/2004/duke-70-unc-65
2003-04,2-Mar-04,Clemson,home,League,League,W,69,53,,https:///dadgumboxscores.com/boxes/2004/unc-69-clem-53
2003-04,29-Feb-04,NC State,away,League,League,W,71,64,,https:///dadgumboxscores.com/boxes/2004/unc-71-state-64
2003-04,24-Feb-04,UVA,away,League,League,L,72,74,,https:///dadgumboxscores.com/boxes/2004/uva-74-unc-72
2003-04,21-Feb-04,Florida State,home,League,League,W,78,71,,https:///dadgumboxscores.com/boxes/2004/unc-78-fsu-71
2003-04,15-Feb-04,Maryland,home,League,League,W,97,86,,https:///dadgumboxscores.com/boxes/2004/unc-97-maryland-86
2003-04,7-Feb-04,Georgia Tech,away,League,League,L,77,88,,https:///dadgumboxscores.com/boxes/2004/gt-88-unc-77
2003-04,7-Feb-04,Wake Forest,away,League,League,W,79,73,,https:///dadgumboxscores.com/boxes/2004/unc-79-wake-73
2003-04,5-Feb-04,Duke,home,League,League,L,81,83,OT,https:///dadgumboxscores.com/boxes/2004/duke-83-unc-81
2003-04,31-Jan-04,Clemson,away,League,League,L,72,81,,https:///dadgumboxscores.com/boxes/2004/clem-81-unc-72
2003-04,28-Jan-04,NC State,home,League,League,W,68,66,,https:///dadgumboxscores.com/boxes/2004/unc-68-state-66
2003-04,24-Jan-04,UVA,home,League,League,W,96,77,,https:///dadgumboxscores.com/boxes/2004/unc-96-uva-77
2003-04,22-Jan-04,Florida State,away,League,League,L,81,90,OT,https:///dadgumboxscores.com/boxes/2004/fsu-90-unc-81
2003-04,17-Jan-04,Connecticut,home,Non-Conference,Non-Conference,W,86,83,,https:///dadgumboxscores.com/boxes/2004/unc-86-uconn-83
2003-04,14-Jan-04,Maryland,away,League,League,L,84,90,,https:///dadgumboxscores.com/boxes/2004/maryland-90-unc-84
2003-04,11-Jan-04,Georgia Tech,home,League,League,W,103,88,,https:///dadgumboxscores.com/boxes/2004/unc-103-gt-88
2003-04,7-Jan-04,Miami,home,Non-Conference,Non-Conference,W,89,64,,https:///dadgumboxscores.com/boxes/2004/unc-89-miami-64
2003-04,3-Jan-04,Kentucky,away,Non-Conference,Non-Conference,L,56,61,,https:///dadgumboxscores.com/boxes/2004/kentucky-61-unc-56
2003-04,30-Dec-03,Coastal Carolina,home,Non-Conference,Non-Conference,W,105,72,,https:///dadgumboxscores.com/boxes/2004/unc-105-coastal-72
2003-04,28-Dec-03,UNC-Wilmington,neutral,Non-Conference,Non-Conference,W,71,54,,https:///dadgumboxscores.com/boxes/2004/unc-71-uncw-54
2003-04,20-Dec-03,Wake Forest,home,League,League,L,114,119,OT,https:///dadgumboxscores.com/boxes/2004/wake-119-unc-114
2003-04,14-Dec-03,Akron,home,Non-Conference,Non-Conference,W,64,53,,https:///dadgumboxscores.com/boxes/2004/unc-64-akron-53
2003-04,7-Dec-03,George Mason,home,Non-Conference,Non-Conference,W,115,81,,https:///dadgumboxscores.com/boxes/2004/unc-115-gmason-81
2003-04,2-Dec-03,Illinois,neutral,Non-Conference,Non-Conference (Big Ten Challenge),W,88,81,,https:///dadgumboxscores.com/boxes/2004/unc-88-ill-81
2003-04,29-Nov-03,Cleveland State,away,Non-Conference,Non-Conference,W,82,76,,https:///dadgumboxscores.com/boxes/2004/unc-82-cs-76
2003-04,24-Nov-03,Davidson,neutral,Non-Conference,Non-Conference,W,91,68,,https:///dadgumboxscores.com/boxes/2004/unc-91-davidson-68
2003-04,22-Nov-03,Old Dominion,home,Non-Conference,Non-Conference,W,90,64,,https:///dadgumboxscores.com/boxes/2004/unc-90-odu-64
